"";"loading1";"loading2";"correlation";"n";"rrdelta001";"rrdelta005";"rrdelta010";"rrboot001";"rrboot005";"rrboot010";"tdelta";"tboot"
"1";1;1;0,7;1e+05;1;1;1;1;1;1;1.12643868494034;1.14273966686328
"2";1;1;0,8;1e+05;1;1;1;1;1;1;1.10037893843651;1.15267499791384
"3";1;1;0,9;1e+05;1;1;1;1;1;1;1.07882073950768;1.1362404507637
"4";1;1;1;1e+05;0,006;0,045;0,095;0,009;0,039;0,095;1.09176292467117;1.12470575909217
